-2.636820127909540040e-02;-1.007278464358962212e-02
-1.537428821679946191e-02;-1.010867911290032686e-02
-5.079365911391928688e-03;-1.016176296454110103e-02
5.079365911391418680e-03;-1.016176296454109756e-02
1.537428821679895016e-02;-1.010867911290031992e-02
2.636820127909488345e-02;-1.007278464358961692e-02
-5.099059464559566046e-02;-3.725479474062520086e-02
-3.021219794065479330e-02;-3.724463876310357691e-02
-9.994895556699669170e-03;-3.723379486971897800e-02
9.994895556698638744e-03;-3.723379486971896413e-02
3.021219794065376982e-02;-3.724463876310356303e-02
5.099059464559463350e-02;-3.725479474062515922e-02
-7.432115843080315531e-02;-8.034494138510608896e-02
-4.420945897383327106e-02;-8.034664520257304987e-02
-1.467577981129951012e-02;-8.034650933833079045e-02
1.467577981129796795e-02;-8.034650933833080433e-02
4.420945897383170980e-02;-8.034664520257302212e-02
7.432115843080162876e-02;-8.034494138510611672e-02
-9.632256746820369586e-02;-1.385608595458578118e-01
-5.740973137595199727e-02;-1.385605319777637734e-01
-1.907190969045365406e-02;-1.385611017319259286e-01
1.907190969045157933e-02;-1.385611017319258731e-01
5.740973137594995029e-02;-1.385605319777637734e-01
9.632256746820161419e-02;-1.385608595458577563e-01
-1.169893472848192034e-01;-2.109980846318942893e-01
-6.980941606244327191e-02;-2.109982169879582869e-01
-2.320594380598412290e-02;-2.109980664728880462e-01
2.320594380598146531e-02;-2.109980664728879629e-01
6.980941606244066289e-02;-2.109982169879581759e-01
1.169893472848166499e-01;-2.109980846318942338e-01
-1.363225170314705248e-01;-2.967687893962051571e-01
-8.140957567934192785e-02;-2.967687314435866752e-01
-2.707248605967389407e-02;-2.967687532320010813e-01
2.707248605967069524e-02;-2.967687532320011923e-01
8.140957567933874983e-02;-2.967687314435869528e-01
1.363225170314673884e-01;-2.967687893962053791e-01
-1.543225686463252921e-01;-3.949837652773988128e-01
-9.220952656883223131e-02;-3.949837856754653265e-01
-3.067252155893985394e-02;-3.949837824576778456e-01
3.067252155893628041e-02;-3.949837824576780121e-01
9.220952656882853982e-02;-3.949837856754656595e-01
1.543225686463213508e-01;-3.949837652773988683e-01
-1.709892253995165534e-01;-5.047543825609809298e-01
-1.022095379537845544e-01;-5.047543765825140971e-01
-3.400584221654601863e-02;-5.047543779470315961e-01
3.400584221654181366e-02;-5.047543779470313741e-01
1.022095379537804050e-01;-5.047543765825134310e-01
1.709892253995123346e-01;-5.047543825609805968e-01
-1.863225603219704207e-01;-6.251916393910450509e-01
-1.114095354284406897e-01;-6.251916407233808481e-01
-3.707251301609189309e-02;-6.251916401590289496e-01
3.707251301608702199e-02;-6.251916401590289496e-01
1.114095354284359157e-01;-6.251916407233807371e-01
1.863225603219660353e-01;-6.251916393910447178e-01
-2.003225594737752524e-01;-7.554066796565930275e-01
-1.198095367253981247e-01;-7.554066802973802286e-01
-3.987251096292514230e-02;-7.554066802820360582e-01
3.987251096291972996e-02;-7.554066802820360582e-01
1.198095367253928373e-01;-7.554066802973807837e-01
2.003225594737703674e-01;-7.554066796565940267e-01
-2.129892285880294611e-01;-8.945106118977622645e-01
-1.274095336268457890e-01;-8.945106087122656202e-01
-4.240584828876322460e-02;-8.945106091313965724e-01
4.240584828875745838e-02;-8.945106091313969054e-01
1.274095336268400436e-01;-8.945106087122662863e-01
2.129892285880233271e-01;-8.945106118977627085e-01
-2.243225525137583221e-01;-1.041614530077367595e+00
-1.342095444693250095e-01;-1.041614538884050534e+00
-4.467250281109223786e-02;-1.041614537454625733e+00
4.467250281108597204e-02;-1.041614537454625733e+00
1.342095444693185424e-01;-1.041614538884050756e+00
2.243225525137517717e-01;-1.041614530077367373e+00
-2.343225837564570369e-01;-1.195829594162560516e+00
-1.402095088945089219e-01;-1.195829575060814998e+00
-4.667254184298345876e-02;-1.195829582793772827e+00
4.667254184297665170e-02;-1.195829582793772827e+00
1.402095088945019830e-01;-1.195829575060815220e+00
2.343225837564501535e-01;-1.195829594162560960e+00
-2.429891786704878598e-01;-1.356266820955993602e+00
-1.454096079152985277e-01;-1.356266852660673594e+00
-4.840573357794898668e-02;-1.356266827152979415e+00
4.840573357794167308e-02;-1.356266827152979415e+00
1.454096079152912280e-01;-1.356266852660674038e+00
2.429891786704803658e-01;-1.356266820955994046e+00
-2.503225903742156699e-01;-1.522037500279983080e+00
-1.498093663660788333e-01;-1.522037435169990127e+00
-4.987295508971006930e-02;-1.522037379185580575e+00
4.987295508970250590e-02;-1.522037379185580797e+00
1.498093663660710895e-01;-1.522037435169990349e+00
2.503225903742076208e-01;-1.522037500279983302e+00
-2.563223946823796617e-01;-1.692251734789678164e+00
-1.534101364303468440e-01;-1.692252029741592834e+00
-5.107106889584163423e-02;-1.692253154906284918e+00
5.107106889583366838e-02;-1.692253154906284252e+00
1.534101364303387949e-01;-1.692252029741592612e+00
2.563223946823715016e-01;-1.692251734789677720e+00
-2.609929697239388169e-01;-1.866026999285902876e+00
-1.562060175824772912e-01;-1.866026435209788614e+00
-5.200829062714509149e-02;-1.866020587528565589e+00
5.200829062713675094e-02;-1.866020587528566033e+00
1.562060175824689368e-01;-1.866026435209787948e+00
2.609929697239305457e-01;-1.866026999285902654e+00
-2.642969548585832884e-01;-2.042456901481780385e+00
-1.582263307342093861e-01;-2.042448505733089448e+00
-5.267760560241561973e-02;-2.042458503059409569e+00
5.267760560240722367e-02;-2.042458503059408681e+00
1.582263307342010317e-01;-2.042448505733089448e+00
2.642969548585745176e-01;-2.042456901481780385e+00
-2.663908974069161828e-01;-2.220588502366621420e+00
-1.593719914691274220e-01;-2.220679232747283738e+00
-5.303708120959719358e-02;-2.220735185824030733e+00
5.303708120958833261e-02;-2.220735185824031177e+00
1.593719914691187900e-01;-2.220679232747282850e+00
2.663908974069079116e-01;-2.220588502366620975e+00
-2.671851528219113536e-01;-2.400376918016259520e+00
-1.596920590994523603e-01;-2.399937679299642745e+00
-5.313376936390861588e-02;-2.399562573304198310e+00
5.313376936389965083e-02;-2.399562573304197866e+00
1.596920590994435618e-01;-2.399937679299644078e+00
2.671851528219034710e-01;-2.400376918016260408e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
