-9.087455174593529750e-02;-4.280607812027409920e-01;-6.840845719537734515e-02
-1.407248039795313821e-01;-4.297799008059651205e-01;-7.103182837282562279e-02
-1.909770743763014589e-01;-4.315128842769568318e-01;-7.358010643337328793e-02
-2.416362457479443449e-01;-4.332599000027745895e-01;-7.605237931487042469e-02
-2.927072803014705293e-01;-4.350211191084767393e-01;-7.844772012488986090e-02
-3.441952212595150717e-01;-4.367967155130010881e-01;-8.076518683806661880e-02
-3.961051945204945857e-01;-4.385868659864150532e-01;-8.300382198599691452e-02
-4.484424103597537958e-01;-4.403917502085815117e-01;-8.516265233948006053e-02
-5.012121651728909111e-01;-4.422115508292779884e-01;-8.724068858288215600e-02
-5.544198432624858341e-01;-4.440464535298143667e-01;-8.923692498039315080e-02
-6.080709186694940316e-01;-4.458966470861886466e-01;-9.115033903394038906e-02
-6.621709570506193465e-01;-4.477623234338297675e-01;-9.297989113251065030e-02
-7.167256176030147863e-01;-4.496436777339718471e-01;-9.472452419263822920e-02
-7.717406550377089447e-01;-4.515409084417099650e-01;-9.638316328978586978e-02
-8.272219216032055122e-01;-4.534542173757848960e-01;-9.795471528035627762e-02
-8.831753691607487911e-01;-4.553838097901501958e-01;-9.943806841405278263e-02
-9.396070513128012003e-01;-4.573298944473727090e-01;-1.008320919363001333e-01
-9.965231255863302717e-01;-4.592926836939281721e-01;-1.021356356804275362e-01
-1.053929855672562033e+00;-4.612723935374367645e-01;-1.033475296493033824e-01
-1.111833613724908743e+00;-4.632692437259100515e-01;-1.044665835861063458e-01
-1.170240882716840680e+00;-4.652834578290663825e-01;-1.054915865338975911e-01
-1.229158258861540620e+00;-4.673152633217697582e-01;-1.064213063836492029e-01
-1.288592454095229378e+00;-4.693648916696721018e-01;-1.072544894103881763e-01
-1.348550298626131516e+00;-4.714325784171154443e-01;-1.079898597970697510e-01
-1.409038743551111583e+00;-4.735185632773683539e-01;-1.086261191458162273e-01
-1.470064863542092093e+00;-4.756230902252677750e-01;-1.091619459761235533e-01
-1.531635859604420613e+00;-4.777464075923450459e-01;-1.095959952096183659e-01
-1.593759061909460595e+00;-4.798887681645078729e-01;-1.099268976409630977e-01
-1.656441932703734965e+00;-4.820504292823660775e-01;-1.101532593944527655e-01
-1.719692069297052539e+00;-4.842316529442771689e-01;-1.102736613658628489e-01
-1.783517207132127469e+00;-4.864327059122059982e-01;-1.102866586490746925e-01
-1.847925222938299417e+00;-4.886538598204807071e-01;-1.101907799469891980e-01
-1.912924137972050742e+00;-4.908953912875472780e-01;-1.099845269662310943e-01
-1.978522121347126905e+00;-4.931575820308075619e-01;-1.096663737951129175e-01
-2.044727493457157319e+00;-4.954407189846538606e-01;-1.092347662643251283e-01
-2.111548729493792909e+00;-4.977450944217923778e-01;-1.086881212897786858e-01
-2.178994463063480769e+00;-5.000710060779683941e-01;-1.080248261970282037e-01
-2.247073489906124433e+00;-5.024187572802126800e-01;-1.072432380266631763e-01
-2.315794771718981071e+00;-5.047886570787041283e-01;-1.063416828200373643e-01
-2.385167440089305479e+00;-5.071810203823945429e-01;-1.053184548846919227e-01
-2.455200800539347750e+00;-5.095961680985012787e-01;-1.041718160387892361e-01
-2.525904336687475826e+00;-5.120344272760057880e-01;-1.028999948338508302e-01
-2.597287714529335823e+00;-5.144961312532944087e-01;-1.015011857550839613e-01
-2.669360786843098410e+00;-5.169816198100738447e-01;-9.997354839851975428e-02
-2.742133597723013683e+00;-5.194912393237145487e-01;-9.831520662419013235e-02
-2.815616387245660324e+00;-5.220253429301718873e-01;-9.652424768451856041e-02
-2.889819596273429880e+00;-5.245842906896338587e-01;-9.459872132707294878e-02
-2.964753871399996132e+00;-5.271684497570702232e-01;-9.253663887080307293e-02
-3.040430070042666966e+00;-5.297781945578474705e-01;-9.033597225483452897e-02
-3.116859265686756864e+00;-5.324139069685832615e-01;-8.799465305887418931e-02
-3.194052753287288215e+00;-5.350759765034263093e-01;-8.551057149422147674e-02
2.868589627025511568e+00;-3.761447614104403425e-01;-1.432695266909578824e-01
2.819100259487527183e+00;-3.774027706459267550e-01;-1.453906405646414046e-01
2.769278748543248181e+00;-3.786692228964164131e-01;-1.474587467761236670e-01
2.719121739208771871e+00;-3.799442034448893279e-01;-1.494733098944737160e-01
2.668625831162575679e+00;-3.812277987267978507e-01;-1.514337872532070806e-01
2.617787577977083835e+00;-3.825200963495999362e-01;-1.533396288276496766e-01
2.566603486334547490e+00;-3.838211851126939744e-01;-1.551902771097979916e-01
2.515070015226874567e+00;-3.851311550277548568e-01;-1.569851669806189842e-01
2.463183575139011872e+00;-3.864500973394935923e-01;-1.587237255797221414e-01
2.410940527215494011e+00;-3.877781045468455257e-01;-1.604053721723474324e-01
2.358337182409744770e+00;-3.891152704245933736e-01;-1.620295180135999935e-01
2.305369800615720610e+00;-3.904616900454394579e-01;-1.635955662098667884e-01
2.252034589781460205e+00;-3.918174598025422339e-01;-1.651029115773467171e-01
2.198327705004103461e+00;-3.931826774325164475e-01;-1.665509404976193708e-01
2.144245247605926608e+00;-3.945574420389232895e-01;-1.679390307701910112e-01
2.089783264190919976e+00;-3.959418541162531002e-01;-1.692665514619265676e-01
2.034937745681441701e+00;-3.973360155744090072e-01;-1.705328627533109209e-01
1.979704626334441331e+00;-3.987400297637175295e-01;-1.717373157814424400e-01
1.924079782736752176e+00;-4.001540015004685369e-01;-1.728792524796908814e-01
1.868059032778937256e+00;-4.015780370929962761e-01;-1.739580054139293064e-01
1.811638134607137296e+00;-4.030122443683288869e-01;-1.749728976152577220e-01
1.754812785552386289e+00;-4.044567326993984135e-01;-1.759232424091289604e-01
1.697578621036810009e+00;-4.059116130328497829e-01;-1.768083432407860922e-01
1.639931213456138570e+00;-4.073769979174444167e-01;-1.776274934969193087e-01
1.581866071037925980e+00;-4.088530015330874567e-01;-1.783799763234477087e-01
1.523378636674853848e+00;-4.103397397204808228e-01;-1.790650644393207702e-01
1.464464286732489295e+00;-4.118373300114310798e-01;-1.796820199462465240e-01
1.405118329830839841e+00;-4.133458916598247712e-01;-1.802300941342369345e-01
1.345336005599031326e+00;-4.148655456732796010e-01;-1.807085272828620193e-01
1.285112483402412575e+00;-4.163964148455057690e-01;-1.811165484581069018e-01
1.224442861041374453e+00;-4.179386237893781830e-01;-1.814533753047118114e-01
1.163322163421146138e+00;-4.194922989707511873e-01;-1.817182138338816200e-01
1.101745341191811889e+00;-4.210575687430297975e-01;-1.819102582062416540e-01
1.039707269357763364e+00;-4.226345633825168702e-01;-1.820286905099182118e-01
9.772027458557897006e-01;-4.242234151245566354e-01;-1.820726805336095877e-01
9.142264901009712341e-01;-4.258242582004981291e-01;-1.820413855345248411e-01
8.507731414995252095e-01;-4.274372288755005633e-01;-1.819339500010400956e-01
7.868372579277258527e-01;-4.290624654871943444e-01;-1.817495054099498575e-01
7.224133141759889742e-01;-4.307001084852365436e-01;-1.814871699781520076e-01
6.574957003571890723e-01;-4.323503004717699771e-01;-1.811460484086264977e-01
5.920787202782447078e-01;-4.340131862428153742e-01;-1.807252316305534012e-01
5.261565897739801656e-01;-4.356889128306254966e-01;-1.802237965334092529e-01
4.597234350022407767e-01;-4.373776295470237496e-01;-1.796408056948793630e-01
3.927732906992039141e-01;-4.390794880277511525e-01;-1.789753071024176023e-01
3.253000983937994195e-01;-4.407946422778596940e-01;-1.782263338682837928e-01
2.572977045801171925e-01;-4.425232487181651742e-01;-1.773929039378689954e-01
1.887598588466424532e-01;-4.442654662328035520e-01;-1.764740197911389141e-01
1.196802119611241333e-01;-4.460214562179136699e-01;-1.754686681369908297e-01
5.005231390984780232e-02;-4.477913826314769419e-01;-1.743758196003366567e-01
-2.013038810996440817e-02;-4.495754120443508639e-01;-1.731944284017038482e-01
-9.087455174593529750e-02;-4.513737136925281557e-01;-1.719234320291492257e-01
