-5.110484405255271562e-02;-3.456411350306677621e-02
-1.817491034916978235e-03;-5.604696531490492573e-02
6.884615104855387746e-02;-7.808932750649745513e-02
-1.168358958561759448e-01;-2.364203900864165486e-01
1.765949329927439049e-03;-2.009161141529919592e-01
1.015583211886692677e-01;-1.641895492484617136e-01
-1.442279475252155052e-01;-3.698206208866440248e-01
-1.257969287141975185e-03;-4.198466032824631489e-01
1.564602473412202432e-01;-4.689725757674302331e-01
-1.886516737747682693e-01;-7.613552597764478014e-01
9.204152433631630119e-04;-7.009895836232847843e-01
1.790447708798005577e-01;-6.397817291070283519e-01
-2.062664285396337005e-01;-9.619024353196382604e-01
-7.095806370088070508e-04;-1.031745326887777647e+00
2.135120015649142333e-01;-1.100958774808132645e+00
-2.310838233618350002e-01;-1.475282408983046079e+00
5.862755592632598687e-04;-1.399700987460165580e+00
2.260050549889591753e-01;-1.323895023438440122e+00
-2.385061325847584457e-01;-1.713550600166340754e+00
-4.379780074861254350e-04;-1.792689388030738407e+00
2.414696124097354124e-01;-1.871513203654183943e+00
-2.435555864872933074e-01;-2.196732508296655784e+00
-7.076851284594991125e-04;-2.198294035220465847e+00
2.449709567442068525e-01;-2.202715675188425148e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00
